--- A078567 sequence check ---
a(1): PASS (0)
a(2): PASS (1)
a(3): PASS (4)
a(4): PASS (9)
a(5): PASS (17)
a(6): PASS (27)
a(7): PASS (41)
a(8): PASS (57)
a(9): PASS (77)
a(10): PASS (100)
a(11): PASS (127)

--- Identity check (all methods vs brute force, n <= 300) ---
All n in [2,300]: PASS

--- Asymptotic error and empirical theta ---
a(n) = n^2/2*log(n) + (g-3/4)*n^2 + n/4  +  err_osc
err_osc = O(n^{theta+1/2}).  ratio=1.0010  cutoff=1000
Below cutoff: fused verified vs hoying.  Above: fused only (trusted).
Computing 36860 sample points on 20 threads...

                   n   err_a/n^.75  env_max/n^.75   err_D/n^.25   combo/n^.25      θ_slope  method
   50360462760500160      -0.03493       0.10843             -             -     -283.1775  fused
   50410823223260656       0.00456       0.10835             -             -    -2036.3554  fused
   50461234046483912       0.01731       0.10827             -             -    +1334.6810  fused
   50511695280530392       0.05514       0.10819             -             -    +1159.3022  fused
   50562206975810920       0.04541       0.10811             -             -     -194.0953  fused
   50612769182786728      -0.04856       0.10803             -             -      +67.3151  fused
   50663381951969512      -0.02048       0.10794             -             -     -863.3392  fused
   50714045333921472       0.04870       0.10786             -             -     +866.7318  fused
   50764759379255384       0.01188       0.10778             -             -    -1411.1307  fused
   50815524138634632      -0.00121       0.10770             -             -    -2281.6213  fused
   50866339662773264       0.05060       0.10762             -             -    +3731.7806  fused
   50917206002436032       0.00802       0.10754             -             -    -1843.2100  fused
   50968123208438464       0.03472       0.10746             -             -    +1466.8762  fused
   51019091331646896      -0.00514       0.10738             -             -    -1910.5778  fused
   51070110422978536       0.03358       0.10730             -             -    +1877.7016  fused
   51121180533401512       0.00380       0.10722             -             -    -2180.2163  fused
   51172301713934904       0.04855       0.10714             -             -    +2549.5829  fused
   51223474015648832       0.01669       0.10706             -             -    -1067.8747  fused
   51274697489664472      -0.01024       0.10698             -             -     -488.8549  fused
   51325972187154128      -0.03272       0.10690             -             -    +1162.5922  fused
   51377298159341280       0.01698       0.10682             -             -     -655.8836  fused
   51428675457500616       0.07227       0.10674             -             -    +1449.3695  fused
   51480104132958112      -0.01780       0.10666             -             -    -1401.4104  fused
   51531584237091064      -0.00073       0.10658             -             -    -3199.8174  fused
   51583115821328152       0.05774       0.10650             -             -    +4377.3294  fused
   51634698937149472      -0.01006       0.10642             -             -    -1748.0580  fused
   51686333636086616       0.00543       0.10634             -             -     -616.9415  fused
   51738019969722696      -0.00187       0.10626             -             -    -1064.8588  fused
   51789757989692416      -0.00014       0.10618             -             -    -2627.4492  fused
   51841547747682104      -0.07816       0.10610             -             -    +6361.5192  fused
   51893389295429784       0.08293       0.10602             -             -      +59.5371  fused
   51945282684725208       0.02663       0.10594             -             -    -1136.1420  fused
   51997227967409928      -0.00686       0.10586             -             -    -1357.1796  fused
